,QID,Name,P21,P21ref,P91,P91ref,P6553,P6553ref,pronounsEn
1089271,Q9372367,Vyachaslau Bortnik,male,,homosexuality,,,,
1090107,Q58903401,Deborah S. Craig,female,,homosexuality,,,,
1090734,Q949204,Gareth Thomas,male,,homosexuality,,,,
1090964,Q3065149,Taiga Ishikawa,male,,homosexuality,,,,
1090994,Q3219308,Laurent Kerusoré,male,,gay,,,,
1094447,Q16204936,Rufus Gifford,male,,homosexuality,,,,
1095439,Q101168868,Ann Johnson,female,,lesbianism,,,,
1095755,Q1131864,Ana Carolina,female,,bisexuality,,,,
1095960,Q2940239,Carrie Brownstein,female,,bisexuality,,,,
1097565,Q62644782,Silvia Vásquez-Lavado,female,,lesbianism,,,,
1098149,Q435066,Ina-Yoko Teutenberg,female,,non-heterosexuality,,,,
1098170,Q467739,Naike Rivelli,female,,bisexuality,,,,
1098798,Q5578020,Gok Wan,male,,gay,,,,
1099400,Q16202911,Roxane Gay,female,,bisexuality,,,,
1100525,Q461712,Tammy Lynn Michaels,female,,lesbianism,,,,
1101019,Q4787363,Susan Calman,female,,homosexuality,,,,
1101257,Q7188477,Phyll Opoku-Gyimah,female,,lesbianism,,,,
1102707,Q257442,Sarah Paulson,female,,lesbianism,,,,
1102758,Q456011,Kanako Otsuji,female,,lesbianism,,,,
1103355,Q5734578,Bruno Pinasco,male,,homosexuality,,,,
1103439,Q6701290,Luisa Bradshaw-White,female,,lesbianism,,,,
1104896,Q231405,Sara Gilbert,female,,lesbianism,,,,
1105872,Q3417210,Rafael Amargo,male,,bisexuality,,,,
1107082,Q6405534,Kieron Gillen,male,,bisexuality,,,,
1107164,Q6707673,Lydia Polgreen,female,,homosexuality,,,,
1110786,Q26973152,Jakub Urbanik,male,,homosexuality,,,,
1117826,Q104696409,Sam Allberry,male,,homosexuality,,,,
1118996,Q676094,Drew Barrymore,female,,bisexuality,,,,
1120175,Q17299014,Matt Alber,male,,homosexuality,,,,
1120411,Q27909514,Stephen Port,male,,gay,,,,
1120527,Q47303667,Alexa Bruun Rasmussen,female,,lesbianism,,,,
1121133,Q180004,Fergie,female,,bisexuality,,,,
1121288,Q951548,Yannick Nézet-Séguin,male,,gay,,,,
1121317,Q1140031,Guillermo Díaz,male,,homosexuality,,,,
1126073,Q236005,Melanie Brown,female,,bisexuality,,,,
1126234,Q935734,Jared Polis,male,,homosexuality,,,,
1126710,Q4764313,Angélica Lozano Correa,female,,bisexuality,,,,
1127579,Q17460877,Josh McNey,male,,homosexuality,,,,
1128906,Q1648159,Jeff Davis,male,,gay,,,,
1129059,Q3129096,Heather Peace,female,,lesbianism,,,,
1129566,Q7576121,Spencer Livermore,male,,homosexuality,,,,
1130934,Q66025,Imke Duplitzer,female,,lesbianism,,,,
1130982,Q240949,Elena Anaya,female,,lesbianism,,,,
1131135,Q935217,Cheyenne Jackson,male,,homosexuality,,,,
1131762,Q6275797,Jonny McGovern,male,,homosexuality,,,,
1133609,Q1688983,Jill Bennett,female,,lesbianism,,,,
1134341,Q5698939,Heidi Mortenson,female,,lesbianism,,,,
1134347,Q7452596,Sera Cahoone,female,,lesbianism,,,,
1135213,Q26772575,Zoltán Lakner,male,,homosexuality,,,,
1135739,Q40069,Sara Ramirez,non-binary,,pansexuality,,L371,,they/them
1135740,Q40069,Sara Ramirez,non-binary,,bisexuality,,L371,,they/them
1135741,Q40069,Sara Ramirez,non-binary,,pansexuality,,L484,,she/her
1135742,Q40069,Sara Ramirez,non-binary,,bisexuality,,L484,,she/her
1135822,Q451947,Caroline Fourest,female,,lesbianism,,,,
1136807,Q9358712,Tim Campbell,male,,homosexuality,,,,
1137036,Q11704827,Tània Sàrrias,female,,lesbianism,,,,
1137406,Q26258815,Ana Brnabić,female,,homosexuality,,,,
1138487,Q3292623,Marie Labory,female,,lesbianism,,,,
1138759,Q5556623,Jessicka,female,,bisexuality,,,,
1138794,Q5934860,Sandra Barneda i Valls,female,,lesbianism,,,,
1138795,Q5934860,Sandra Barneda i Valls,female,,homosexuality,,,,
1140434,Q273563,Marinette Pichon,female,,homosexuality,,,,
1140892,Q3817038,Kristian Nairn,male,,homosexuality,,,,
1141139,Q6276964,Jordan Roth,male,,homosexuality,,,,
1141864,Q20973998,Javier Muñoz,male,,homosexuality,,,,
1143474,Q6701290,Luisa Bradshaw-White,female,,lesbianism,,,,
1143933,Q16215431,Laura Montgomery,female,,lesbianism,,,,
1145641,Q3293218,Marine Rambach,female,,homosexuality,,,,
1146269,Q5224125,Darnell L. Moore,male,,homosexuality,,,,
1151749,Q55830839,Bradford Shellhammer,male,,gay,,,,
1152736,Q61992069,Christine Crokos,female,,non-heterosexuality,,,,
1154864,Q90817207,Tadzio Müller,male,,gay,,,,
1158135,Q979679,Janet Varney,female,,bisexuality,,,,
1158319,Q2484404,Yuval Noah Harari,male,,gay,,,,
1158801,Q6837067,Michelle Hardwick,female,,lesbianism,,,,
1160236,Q215369,Stephen Gately,male,,homosexuality,,,,
1160719,Q3194027,Katherine Brooks,female,,lesbianism,,,,
1161131,Q6204050,JoCasta Zamarripa,female,,bisexuality,,,,
1161194,Q6788621,Matt Evers,male,,homosexuality,,,,
1161929,Q21794010,Amir Ohana,male,,homosexuality,,,,
1162795,Q174491,Robert Biedroń,male,,homosexuality,,,,
1163231,Q3297825,Katherine García,female,,lesbianism,,,,
1163317,Q3758985,Gavin Creel,male,,homosexuality,,,,
1163392,Q4503830,Ignacio Gutiérrez,male,,gay,,,,
1163463,Q5094115,Chet Lam,male,,gay,,,,
1163582,Q5997364,Marialy Rivas,female,,lesbianism,,,,
1165670,Q3399667,"Ian ""H"" Watkins",male,,gay,,,,
1166610,Q16439495,Tom Jungen,male,,homosexuality,,,,
1167601,Q107009776,Kim Leadbeater,female,,non-heterosexuality,,,,
1167852,Q1320939,Tom Lenk,male,,homosexuality,,,,
1168302,Q4962975,Brian Anderson,male,,homosexuality,,,,
1168348,Q5229737,Dave Rubin,male,,homosexuality,,,,
1170088,Q32795,Alan Carr,male,,homosexuality,,,,
1170197,Q463862,Iyari Limon,female,,bisexuality,,,,
1170205,Q472407,Haaz Sleiman,male,,homosexuality,,,,
1170336,Q1284472,Silvia Modig,female,,lesbianism,,,,
1170372,Q1556541,Kyrsten Sinema,female,,bisexuality,,,,
1172073,Q64830859,Chen Arieli,female,,lesbianism,,,,
1172671,Q968777,Krisztina Sereny,female,,bisexuality,,,,
1174959,Q456500,Michelle Ferris,female,,lesbianism,,,,
1175254,Q2414249,Babydaddy,male,,homosexuality,,,,
1175408,Q3707222,Diego Passoni,male,,homosexuality,,,,
1176434,Q19606880,Bruno Bilde,male,,homosexuality,,,,
1176649,Q29585127,Faika El-Nagashi,female,,lesbianism,,,,
1177341,Q60304,Emma de Caunes,female,,bisexuality,,,,
1177378,Q231965,Kajsa Bergqvist,female,,bisexuality,,,,
1177450,Q507322,Andrew Scott,male,,homosexuality,,,,
1177646,Q2093652,Pierre M. Krause,male,,homosexuality,,,,
1179323,Q66480939,A. Reed Stillwell,female,,lesbianism,,,,
1181984,Q313244,Matthew Shepard,male,,homosexuality,,,,
1184472,Q1127564,Márk Lakatos,male,,homosexuality,,,,
1184969,Q2938799,Carina Vance Mafla,female,,lesbianism,,,,
1185180,Q3518007,Tender Forever,female,,lesbianism,,,,
1185731,Q5431044,Faisal Alam,male,,non-heterosexuality,,,,
1185864,Q5880129,Giovanni Falchetti,male,,gay,,,,
1187773,Q16216748,Every Ocean Hughes,female,,lesbianism,,,,
1190230,Q47198545,Lars Müller-Marienburg,male,,homosexuality,,,,
1190442,Q50738495,Eitan Ginzburg,male,,homosexuality,,,,
1196137,Q107494552,Miguel Mansur,male,,homosexuality,,,,
1196866,Q329092,Kehinde Wiley,male,,homosexuality,,,,
1197051,Q1506773,Gerald Grosz,male,,homosexuality,,,,
1198455,Q51193021,Geovana Peres,female,,lesbianism,,,,
1198937,Q68855,Marco Kreuzpaintner,male,,homosexuality,,,,
1198974,Q262503,Eudy Simelane,female,,lesbianism,,,,
1199705,Q5351790,Christian Jessen,male,,homosexuality,,,,
1200843,Q44216756,Guðmundur Ingi Guðbrandsson,male,,homosexuality,,,,
1203048,Q22082476,Gloria Fortún,female,,lesbianism,,,,
1203098,Q24955870,Matthew Wilkas,male,,gay,,,,
1204225,Q3269718,Denise Ho,female,,homosexuality,,,,
1204623,Q5494171,Essi Kummu,female,,non-heterosexuality,,,,
1205575,Q18172927,Karla Šlechtová,female,,homosexuality,,,,
1206397,Q139642,Zachary Quinto,male,,homosexuality,,,,
1206403,Q192515,Jason Mraz,male,,bisexuality,,,,
1206593,Q1244521,Kristian Digby,male,,homosexuality,,,,
1206921,Q3903105,Pierluigi Diaco,male,,homosexuality,,,,
1207147,Q5859729,Fernando J. López,male,,homosexuality,,,,
1208875,Q538748,Lebo Mathosa,female,,bisexuality,,,,
1208876,Q538748,Lebo Mathosa,female,,bisexuality,,,,
1209792,Q7959035,Wade Davis,male,,gay,,,,
1210331,Q18378980,Brianna Wu,female,,non-heterosexuality,,,,
1210332,Q18378980,Brianna Wu,female,,bisexuality,,,,
1211624,Q2276884,Samantha Ronson,female,,non-heterosexuality,,,,
1211904,Q4703791,Al Ewing,male,,bisexuality,,,,
1212933,Q24266090,Ingrid Jungermann,female,,lesbianism,,,,
1213027,Q28957228,Karine Jean-Pierre,female,,lesbianism,,,,
1213831,Q233347,Clea DuVall,female,,lesbianism,,,,
1213947,Q1286684,László Sebián-Petrovszki,male,,homosexuality,,,,
1214296,Q4343990,Aleksey Panin,male,,bisexuality,,,,
1214566,Q5461876,Florina Kaja,female,,bisexuality,,,,
1216191,Q315340,Matt Bomer,male,,gay,,,,
1216320,Q969732,Ryan McGinley,male,,homosexuality,,,,
1216488,Q2451052,Zoie Palmer,female,,lesbianism,,,,
1219937,Q20085770,Rachel Dolezal,female,,bisexuality,,,,
1220101,Q29860177,Francisco Saavedra,male,,gay,,,,
1220668,Q106844897,Alba G. Corral,female,,lesbianism,,,,
1220711,Q228877,Katherine Moennig,female,,lesbianism,,,,
1223009,Q368921,Ibolya Oláh,female,,homosexuality,,,,
1223859,Q3476794,Seanan McGuire,cisgender female,,demisexuality,,,,
1223860,Q3476794,Seanan McGuire,cisgender female,,pansexuality,,,,
1223861,Q3476794,Seanan McGuire,cisgender female,,bisexuality,,,,
1224174,Q4905738,Big Freedia,male,,gay,,L484,,she/her
1224446,Q5648835,Hannah Gadsby,female,,lesbianism,,,,
1227448,Q22001220,Chris Moukarbel,male,,non-heterosexuality,,,,
1227697,Q24577399,Julie Sondra Decker,female,,asexuality,,,,
1228053,Q28146737,Rutger Elsinga,male,,homosexuality,,,,
1229208,Q54400813,Sara Tilley,cisgender female,,bisexuality,,L484,,she/her
1230382,Q63303193,Natalia Martos,female,,homosexuality,,,,
1230814,Q67499776,Jack Dixon,male,,bisexuality,,,,
1238130,Q4782324,Apurva Asrani,male,,gay,,,,
1239109,Q22687763,Vanessa Senior,female,,lesbianism,,,,
1239273,Q57400069,Jae,female,,lesbianism,,,,
1239456,Q64213677,Iris Rauskala,female,,lesbianism,,,,
1240172,Q1543148,Krystian Legierski,male,,homosexuality,,,,
1241309,Q16205638,Luvia Petersen,female,,bisexuality,,,,
1241869,Q63785269,Alice Coffin,female,,lesbianism,,,,
1242292,Q18724,Tom Harald Hagen,male,,gay,,,,
1242407,Q513301,Fredrick Federley,male,,gay,,,,
1242496,Q1081438,Christian Polanc,male,,bisexuality,,,,
1243866,Q19883251,Stuart McDonald,male,,homosexuality,,,,
1244870,Q445638,DJ Qualls,male,,homosexuality,,,,
1245072,Q1735688,Kate Kelton,female,,bisexuality,,,,
1245143,Q2535547,Cazwell,male,,homosexuality,,,,
1245731,Q7456461,Seth Doane,male,,homosexuality,,,,
1246655,Q60672163,Colby Jansen,male,,bisexuality,,,,
1247148,Q97127,Andreas Baum,male,,homosexuality,,,,
1249347,Q95920109,Law Roach,male,,gay,,,,
1249700,Q560516,Andrew Rannells,male,,gay,,,,
1252392,Q2514219,Brian Sims,male,,gay,,,,
1252711,Q4912515,Billy Eichner,male,,homosexuality,,,,
1254541,Q460908,Jake Shears,male,,homosexuality,,,,
1255564,Q10346618,Paulo Gustavo,male,,homosexuality,,,,
1256761,Q9675,Kelly Smith,female,,non-heterosexuality,,,,
1256914,Q273530,Nadine Angerer,female,,bisexuality,,,,
1256971,Q461350,Céline Sciamma,female,,lesbianism,,,,
1257196,Q2177593,Ruth Davidson,female,,homosexuality,,,,
1259052,Q98102990,Anton S,male,,homosexuality,,,,
1259322,Q793826,Bery,male,,homosexuality,,,,
1259494,Q2317740,Jason Collins,male,,homosexuality,,,,
1259778,Q4897723,Bethany Black,transgender female,,lesbianism,,,,
1261585,Q348906,Will Young,male,,homosexuality,,,,
1261669,Q541410,Camila Grey,female,,lesbianism,,,,
1261999,Q1728820,Leo Varadkar,male,,homosexuality,,,,
1262236,Q2802434,Sylwia Chutnik,female,,homosexuality,,,,
1262435,Q3515367,Tanya Davis,female,,non-heterosexuality,,,,
1264496,Q15709685,Gigi Chao,female,,lesbianism,,,,
1265111,Q19269228,Paweł Soszyński,male,,homosexuality,,,,
1269900,Q89592254,Israel Carrera,male,,homosexuality,,,,
1272781,Q12857,Daniel Tammet,male,,gay,,,,
1272908,Q1083168,Christina Hecke,female,,homosexuality,,,,
1273718,Q7810343,Tituss Burgess,male,,gay,,,,
1274198,Q18348775,Conrad Ricamora,male,,homosexuality,,,,
1274603,Q27975838,Alice Weidel,female,,homosexuality,,,,
1275171,Q233240,Stormy Daniels,female,,bisexuality,,,,
1275218,Q355168,Lee Pace,male,,gay,,,,
1275940,Q5216638,Daniel Boys,male,,homosexuality,,,,
1277615,Q98067330,Jimmy Simak,male,,homosexuality,,,,
1277753,Q459876,Ariane Moffatt,female,,lesbianism,,,,
1277940,Q722001,Luke Evans,male,,homosexuality,,,,
1278017,Q1268967,Roberto Manrique,male,,homosexuality,,,,
1278728,Q6756555,Marcelo Gomes,male,,homosexuality,,,,
1279485,Q23772449,Feminista Jones,female,,pansexuality,,,,
1280262,Q90051,Elli Erl,female,,bisexuality,,,,
1280291,Q228692,Rosario Dawson,female,,non-heterosexuality,,,,
1280354,Q443120,Lance Bass,male,,homosexuality,,,,
1280681,Q2560517,Caroline Ouellette,female,,non-heterosexuality,,,,
1281064,Q5502694,Frenchie Davis,female,,bisexuality,,,,
1282944,Q519453,Frank Mugisha,male,,homosexuality,,,,
1283033,Q989425,Emmanuel Moire,male,,homosexuality,,,,
1284154,Q13500570,Anne McClain,female,,lesbianism,,,,
1285931,Q4757092,Andrew Gillum,male,,bisexuality,,,,
1286413,Q10296263,Vicky Beeching,female,,lesbianism,,,,
1287188,Q50542097,Marielle Franco,female,,bisexuality,,,,
1287758,Q237295,Katja Nyberg,female,,lesbianism,,,,
1287959,Q1179754,Zoltán Mujahid,male,,homosexuality,,,,
1288839,Q7613068,Steve Kornacki,male,,homosexuality,,,,
1290373,Q230836,Emilie Autumn,female,,asexuality,,,,
1290511,Q1493331,Katharina Lindner,female,,non-heterosexuality,,,,
1291175,Q6305846,Rakel Liekki,female,,bisexuality,,,,
1291802,Q16357883,Ieva Pļavniece,female,,lesbianism,,,,
1291843,Q17198636,Eli Lieb,male,,homosexuality,,,,
1292755,Q208339,Kristanna Loken,female,,bisexuality,,,,
1292924,Q927295,Rosa Mendes,female,,bisexuality,,,,
1293102,Q2599500,Maja Ivarsson,female,,bisexuality,,,,
1293714,Q7172567,Peter Arvai,male,,homosexuality,,,,
1294075,Q12719033,Tom Hugo,male,,homosexuality,,,,
1294495,Q27916843,Rodrigo González Lupis,male,,homosexuality,,,,
1294890,Q76363923,Rob Roberts,male,,non-heterosexuality,,,,
1296447,Q13415374,Blue James Hamilton,male,,homosexuality,,,,
1296825,Q28154624,Anat Nir,female,,bisexuality,,,,
1297363,Q105079001,Adrian Teleșpan,male,,homosexuality,,,,
1297460,Q257778,Danny Watts,male,,homosexuality,,,,
1299286,Q58918465,Renitta Shannon,female,,bisexuality,,,,
1299465,Q85221325,Andreas Gylling Æbelø,male,,homosexuality,,,,
1299840,Q460865,Kasha Nabagesera,female,,lesbianism,,,,
1299841,Q460865,Kasha Nabagesera,female,,homosexuality,,,,
1299843,Q461350,Céline Sciamma,female,,lesbianism,,,,
1301499,Q6128399,James Adomian,male,,homosexuality,,,,
1302002,Q7697716,Telly Leung,male,,homosexuality,,,,
1303115,Q16201417,Alyssa Edwards,male,,homosexuality,,,,
1304559,Q26202725,Lane Rasberry,male,,gay,,L485,,he/him
1307995,Q67090227,Anthony Russell,male,,gay,,,,
1310984,Q99439644,María Auxiliadora Balladares,female,,homosexuality,,,,
1311859,Q107415322,Kahsennenhawe Sky-Deer,two-spirit,,non-heterosexuality,,,,
1311860,Q107415322,Kahsennenhawe Sky-Deer,two-spirit,,homosexuality,,,,
1311861,Q107415322,Kahsennenhawe Sky-Deer,female,,non-heterosexuality,,,,
1311862,Q107415322,Kahsennenhawe Sky-Deer,female,,homosexuality,,,,
1312771,Q492029,Tiziano Ferro,male,,homosexuality,,,,
1313942,Q11928277,Jordi Ballart Pastor,male,,homosexuality,,,,
1314218,Q19843966,Jessy Ares,male,,gay,,,,
1317089,Q45851691,Joshua Johnson,male,,homosexuality,,,,
1317594,Q236329,Vibeke Skofterud,female,,bisexuality,,,,
1317596,Q237299,Gro Hammerseng-Edin,female,,lesbianism,,,,
1317597,Q240880,Jasika Nicole,female,,lesbianism,,,,
1317736,Q736794,Samuel Barnett,male,,gay,,,,
1318071,Q3147241,Ian Brossat,male,,homosexuality,,,,
1318442,Q5572826,Giovanna Valcárcel,female,,bisexuality,,,,
1319516,Q30164902,Luke Pollard,male,,homosexuality,,,,
1319740,Q56878102,Tracy Ryerson,female,,lesbianism,,,,
1320136,Q86294,Jens Spahn,male,,homosexuality,,,,
1320237,Q444365,Felicia Pearson,female,,lesbianism,,,,
1320462,Q1775181,Mark Feehily,male,,gay,,,,
1320527,Q2338585,Jacek Dehnel,male,,gay,,,,
1322185,Q58322868,Sharice Davids,female,,lesbianism,,,,
1322685,Q40011,Kate Richardson-Walsh,female,,homosexuality,,,,
1323434,Q5107684,Chris Pappas,male,,gay,,,,
1324208,Q16220992,Adam Kay,male,,gay,,,,
1324435,Q21683549,Ewa Ernst-Dziedzic,female,,lesbianism,,,,
1324585,Q30069025,Gauthier Destenay,male,,homosexuality,,,,
1325707,Q3054513,Enora Malagré,female,,bisexuality,,,,
1326990,Q21642444,Tamar Eisenman,female,,bisexuality,,,,
1327012,Q22277760,Fortune Feimster,female,,lesbianism,,,,
1327109,Q27094210,Kristin Blystad-Bjerke,female,,non-heterosexuality,,,,
1327853,Q356331,Michael Urie,male,,non-heterosexuality,,,,
1328448,Q5045050,Caroline Dries,female,,lesbianism,,,,
1328541,Q4080459,Mel Baggs,non-binary,,lesbianism,,L303626,,L303626
1328542,Q4080459,Mel Baggs,non-binary,,lesbianism,,L304664,,L304664
1328668,Q5940743,Mariel Maciá,female,,lesbianism,,,,
1329479,Q19843966,Jessy Ares,male,,gay,,,,
1331486,Q9333819,Sara Quin,female,,lesbianism,,,,
1331490,Q9356347,Tegan Quin,female,,lesbianism,,,,
1331750,Q13563092,Melissa Febos,female,,bisexuality,,,,
1332549,Q83854821,Steven Canals,male,,non-heterosexuality,,,,
1332894,Q342617,Ben Whishaw,male,,homosexuality,,,,
1332982,Q2394090,Tarell Alvin McCraney,male,,homosexuality,,,,
1333274,Q4116370,Juan Pablo Espinosa,male,,gay,,,,
1336020,Q5748559,Laura Jane Grace,transgender female,,lesbianism,,,,
1336658,Q13563071,Leslye Headland,female,,gay,,,,
1337010,Q30942417,Q30942417,male,,gay,,,,
1337051,Q44870529,Karamo Brown,male,,homosexuality,,,,
1338481,Q7087443,Oliver Callan,male,,gay,,,,
1338871,Q15987690,Sarah D'Alelio,female,,lesbianism,,,,
1339698,Q96787258,Kristen Arnett,female,,lesbianism,,L484,,she/her
1341926,Q9336222,Siarhiej Padsasonny,male,,homosexuality,,,,
1343019,Q17300486,Victor Blackwell,male,,homosexuality,,,,
1343195,Q18162787,Morgan Bell,female,,asexuality,,,,
1343211,Q18335052,Anne Wizorek,female,,bisexuality,,,,
1343437,Q19609542,Alicia Garza,female,,non-heterosexuality,,,,
1345613,Q58619951,Ofir Raul Graizer,male,,gay,,,,
1346152,Q66622353,Michael R. Jackson,male,,gay,,,,
1347452,Q80132995,Diana Nucera,female,,non-heterosexuality,,,,
1349516,Q105549438,Chris Peckover,male,,gay,,,,
1349533,Q105705941,Spencer West,male,,gay,,,,
1350521,Q373385,Adrian Lamo,male,,bisexuality,,,,
1351978,Q16832110,Stephanie Beatriz,female,,bisexuality,,,,
1352132,Q22129160,Rikki Ikki,female,,bisexuality,,,,
1352133,Q22129168,Vikki Ikki,female,,bisexuality,,,,
1352357,Q51754461,Gina Ortiz Jones,female,,lesbianism,,,,
1352761,Q12827,Beth Ditto,female,,non-heterosexuality,,,,
1353786,Q6456303,L.P.,female,,lesbianism,,,,
1354790,Q47502549,Honey G,female,,lesbianism,,,,
1356071,Q4885662,Ben Forster,male,,homosexuality,,,,
1356927,Q16569195,Francisco Polo Llavata,male,,homosexuality,,,,
1356984,Q17385985,Tom Goss,male,,homosexuality,,,,
1357124,Q21634593,Heather Tobin,female,,lesbianism,,,,
1357527,Q33190330,Yanai Fryszer Guttman,male,,homosexuality,,,,
1357943,Q1933,Anja Pärson,female,,lesbianism,,,,
1358001,Q260794,Sunny Leone,female,,bisexuality,,,,
1358006,Q264440,Penny Taylor,female,,homosexuality,,,,
1358026,Q302659,Aaron Schock,male,,homosexuality,,,,
1358709,Q4761757,Anette Trettebergstuen,female,,homosexuality,,,,
1359799,Q22046575,Katherine Mack,female,,bisexuality,,,,
1360670,Q471163,Jonathan Bennett,male,,homosexuality,,,,
1361375,Q5218254,Daniel Newman,male,,bisexuality,,,,
1363722,Q4405678,Jody Dobrowski,male,,gay,,,,
1365377,Q106085386,Frank Paul Vignola,male,,bisexuality,,,,
1365433,Q45103,Orlando Cruz,male,,homosexuality,,,,
1365775,Q1740370,Kezia Dugdale,female,,homosexuality,,,,
1366006,Q3339870,Nico Muhly,male,,homosexuality,,,,
1366241,Q5107578,Chris New,male,,homosexuality,,,,
1367430,Q33172434,Clément Beaune,male,,homosexuality,,,,
1368459,Q2484709,Perfume Genius,male,,homosexuality,,,,
1368840,Q5237703,David Moretti,male,,homosexuality,,,,
1369420,Q11838533,Jade Starr,female,,bisexuality,,,,
1369941,Q29447145,Yetide Badaki,female,,bisexuality,,,,
1370468,Q101167507,Michele Rayner,female,,lesbianism,,,,
1370550,Q40382,Helen Richardson,female,,homosexuality,,,,
1370654,Q457060,Kele Okereke,male,,homosexuality,,,,
1370756,Q912401,Brian J. Smith,male,,homosexuality,,,,
1372312,Q19667696,Cameron Esposito,female,,lesbianism,,L371,,they/them
1372313,Q19667696,Cameron Esposito,female,,lesbianism,,L484,,she/her
1372477,Q34545249,Tari Segal,female,,non-heterosexuality,,,,
1373125,Q533060,Jenny Owen Youngs,female,,homosexuality,,L484,,she/her
1373171,Q716998,Russell Tovey,male,,homosexuality,,,,
1374345,Q16205411,Kyle Dean Massey,male,,homosexuality,,,,
1374641,Q26898230,Katie-George Dunlevy,female,,non-heterosexuality,,,,
1374849,Q58334383,Crystal Marie Fleming,female,,bisexuality,,,,
1375266,Q62441,Martina Strutz,female,,homosexuality,,,,
1375354,Q456309,Melissa Tancredi,female,,homosexuality,,,,
1376779,Q16979883,Seb Dance,male,,homosexuality,,,,
1377040,Q27924794,Mathis Bailey,male,,gay,,,,
